Dishwasher,Home office,Fridge,Garage door,Well,Microwave,Living room,Furnace,Kitchen,temperature,humidity,pressure,windSpeed,dewPoint,House overall
-0.25592859083026603,2.009462854823281,0.11951239860238479,-0.25992289807174457,-0.5075528367601144,1.2790166037352033,-0.4895046399307024,0.7731327549901903,-0.36702494514394424,-0.7651232743517902,-0.22972339855094917,0.07434535859326168,0.7394668613103836,-0.7764700257026471,3.971628053422068
-0.22172267683926244,-0.46028183218365254,-0.5218534924704282,-0.3290572797081601,-0.5130889941839781,-0.22034671168889686,-0.47326922577732516,1.085505649937444,-0.3950997208709799,-0.7804327176384399,-0.2797044463176184,-0.008787062608312598,0.5456229730763101,-0.7808339783998038,3.805026051786591
-0.28290519075136583,-0.45772078029037394,-0.31662861149056265,-0.17777237738373605,-0.5149030742674534,-0.21554536974030167,-0.471796178778265,0.6697711638032244,-0.40412220143076094,-0.8041911581323163,-0.26419308666589353,-0.03958154180339716,0.46280487823472966,-0.7839959203719002,3.500249415287092
-0.19254382770283204,-0.051897320895491345,-0.3304153774016127,-0.29961115970258373,-0.5142490417253416,-0.21090113676261715,-0.47098485623808284,1.870687644149648,-0.3737472613797174,-0.8095852493245335,-0.12459084980036952,-0.03286505045631974,-0.10679326964722054,-0.7780260026935678,3.8619746728106192
-0.2597436490419938,-0.4582315409607702,0.1990771952576032,-0.20323607251191772,-0.5149757929481449,-0.2135588834328926,-0.4688307056645044,0.530463534947012,-0.3760778461960215,-0.8006998369723048,-0.11597342777163329,-0.061631909622102535,0.23235729784530518,-0.7761208183151632,3.373443147175637
-0.24667101185962095,-0.4614445016486191,-0.18140304259031412,-0.2560130114792258,-0.5158496649532927,-0.2145967919498733,-0.47284215779884115,3.072095900300982,-0.39616181036357967,-0.8135653554469463,-0.06254541119346996,-0.09191948380988688,0.10266461469560362,-0.7726005655944428,4.182485008981272
-0.23521061084139303,-0.46082819247369755,-0.3147422224091109,-0.2367711525222031,-0.5155581522497306,-0.22102794771399453,-0.47490481105244264,1.0780347646325146,-0.379140547034846,-0.8240218623211799,-0.02118178545553691,-0.09221517839748228,0.07309973821768148,-0.7718131043917614,3.632343154408543
-0.23213506708311285,-0.4699547146544242,-0.13206197731200078,-0.3034562110100363,-0.5152668573501443,-0.21396488239748318,-0.47674451964421766,0.16840221774205674,-0.3813976352414698,-0.8244233642545815,0.006393965036418263,-0.07527610273597661,-0.06715578967569366,-0.7713168124586423,3.1821691662513683
-0.37211437817896775,-0.49227172735690483,-0.03911393925454976,-0.24284607146102152,-0.5157767689330003,-0.2219824371634556,-0.4812091564528227,-0.7443954492872014,-0.42209843025947774,-0.8195878844479658,0.035693199934121025,-0.0859633499737814,-0.059141740167554024,-0.7683458703250752,2.780760966957784
-0.25500420719216227,-0.49347307014027103,0.5037848263504594,-0.3205121648822752,1.4512174199372598,0.7919069636230791,2.7831642218770636,-0.021160741531072422,2.8098221354016664,-0.7663976065751942,-0.12459084980036952,-0.07705027026163547,-0.18286947412444704,-0.7689925418399962,3.5674854246434333
